First,Last,Report,Date,Report Type
TAMMY,BALDWIN,/search/view/annual/cd995c54-f862-45ee-a342-074cbcd74e7a/,2017,Annual Report
TAMMY,BALDWIN,/search/view/annual/5fbacc8a-4484-4dbc-834f-e068b0fcce24/,2014,Annual Report
TAMMY,BALDWIN,/search/view/annual/55aecaa3-e6ad-46c4-943f-5b326b1f414b/,2019,Annual Report
TAMMY,BALDWIN,/search/view/annual/94bbc60f-debe-4696-a27e-4e39f51a6fd9/,2020,Annual Report
TAMMY,BALDWIN,/search/view/annual/04035046-9b3e-4911-8985-ebf3b7309914/,2016,Annual Report
TAMMY,BALDWIN,/search/view/annual/c970b65b-fdc4-47b6-be36-5c5f736376f1/,2015,Annual Report
TAMMY,BALDWIN,/search/view/annual/882de87e-7257-43b6-af1c-72bdfd1487f9/,2018,Annual Report
TAMMY,BALDWIN,/search/view/annual/e8d436a6-62ae-4e35-a2ff-d0b565b906eb/,2013,Annual Report
JOHN,BARRASSO,/search/view/annual/cc198326-0f50-4f47-8b03-a5c6440f400f/,2018,Annual Report
JOHN,BARRASSO,/search/view/annual/11d4f1bc-8cfa-4a61-94ea-410b061576d3/,2019,Annual Report
JOHN,BARRASSO,/search/view/annual/ad59484e-58c5-47a6-b96d-a5da3ea36e96/,2020,Annual Report
JOHN,BARRASSO,/search/view/annual/b37598a7-5ee9-449f-8309-efd4be9e77d2/,2017,Annual Report
JOHN,BARRASSO,/search/view/annual/b5e5f37e-f39c-466e-94d7-3d80ff04e3bb/,2015,Annual Report
JOHN,BARRASSO,/search/view/annual/e4c55da8-1f73-4417-ab46-fa55146dc388/,2016,Annual Report
JOHN,BARRASSO,/search/view/ptr/265964e0-3d22-4a52-af4f-37916b56390d/,05/24/2018,Periodic Transaction Report
JOHN,BARRASSO,/search/view/annual/dce75503-f37d-461e-907b-bc016bcdb267/,2014,Annual Report
MICHAEL,BENNET,/search/view/annual/6d680ac7-e2d8-4d26-bf97-e3bb76f1b2f3/,2017,Annual Report
MICHAEL,BENNET,/search/view/ptr/ca3a419d-76cb-45f4-b6ac-203baf908371/,04/10/2017,Periodic Transaction Report
MICHAEL,BENNET,/search/view/ptr/cc21478c-7266-432d-9412-efd04d059ab4/,04/02/2019,Periodic Transaction Report
MICHAEL,BENNET,/search/view/ptr/d4ab53a8-86b8-43ee-8d12-64458b870046/,09/02/2020,Periodic Transaction Report
MICHAEL,BENNET,/search/view/ptr/d72b5a11-2578-4923-b5db-120464bc4261/,02/07/2017,Periodic Transaction Report
MICHAEL,BENNET,/search/view/annual/bb9b7053-c6a9-4602-988d-d1223023faeb/,2016,Annual Report
MICHAEL,BENNET,/search/view/ptr/cd2add48-f2bc-42bc-acbd-d8f7b502eae1/,12/21/2017,Periodic Transaction Report
MICHAEL,BENNET,/search/view/annual/56cb650e-9995-4f62-8b00-8dd6a154ad1b/,2018,Annual Report
MICHAEL,BENNET,/search/view/annual/a95fa99b-972e-4c69-a161-bd3d50e61ac3/,2013,Annual Report
MICHAEL,BENNET,/search/view/annual/c81fe2d7-e217-4bbf-b0be-7ccd845280d2/,2019,Annual Report
MICHAEL,BENNET,/search/view/annual/b47ed26c-1054-4549-86ad-38cd7215a4f7/,2015,Annual Report
MICHAEL,BENNET,/search/view/annual/39baf99f-a698-44c5-a764-0eb6490253b2/,2020,Annual Report
MICHAEL,BENNET,/search/view/ptr/596ec5e5-2392-4cb7-a12d-8466ab2a4f8e/,07/12/2021,Periodic Transaction Report
MICHAEL,BENNET,/search/view/annual/c3858f5c-25ad-48b0-98fe-c7bf56187a7b/,2014,Annual Report
MICHAEL,BENNET,/search/view/ptr/e4f7fd47-09da-42c8-ab8e-064ddd5e185f/,05/04/2020,Periodic Transaction Report
MARSHA,BLACKBURN,/search/view/annual/d2c71251-566c-42a4-bdd3-3eb29450d6d4/,2020,Annual Report
MARSHA,BLACKBURN,/search/view/annual/da65c3fe-88df-4f0c-bdc2-9f2d57b828fa/,2019,Annual Report
MARSHA,BLACKBURN,/search/view/annual/e3f13b56-defc-49f8-95c6-5510d907172c/,2018,Annual Report
ROY,BLUNT,/search/view/ptr/7ddbb448-44d1-47b5-8f47-fa2eab111d60/,12/28/2019,Periodic Transaction Report
ROY,BLUNT,/search/view/annual/7fe2ed8e-0589-4968-9d3c-0c4b96299713/,2016,Annual Report
ROY,BLUNT,/search/view/ptr/ffed6c7a-6f2d-43ef-bb8c-433704146f24/,11/25/2021,Periodic Transaction Report
ROY,BLUNT,/search/view/ptr/f24dd495-dcee-45a7-9138-a29d7c72f4f8/,12/24/2015,Periodic Transaction Report
ROY,BLUNT,/search/view/annual/f4f71f81-4737-4f13-8c7e-f07bfd3db409/,2019,Annual Report
ROY,BLUNT,/search/view/annual/c2d3cc52-9ab0-4d62-9185-2bf1a146fe6a/,2018,Annual Report
ROY,BLUNT,/search/view/annual/05338e3d-3140-4183-a426-d82750f5b028/,2020,Annual Report
ROY,BLUNT,/search/view/ptr/4760c9fb-67ec-40d5-9684-094527a0226b/,09/28/2021,Periodic Transaction Report
ROY,BLUNT,/search/view/annual/45d4f926-b905-4cc3-8656-b541abd97a2c/,2017,Annual Report
ROY,BLUNT,/search/view/ptr/9ddbcc76-dc18-4775-a7d5-a1a7063c0ebd/,12/05/2014,Periodic Transaction Report
ROY,BLUNT,/search/view/annual/b963c0ec-3b4d-4527-a43d-2c5f70a0d71b/,2015,Annual Report
ROY,BLUNT,/search/view/annual/25a205d4-4645-4d13-b445-09a1375e4f34/,2013,Annual Report
ROY,BLUNT,/search/view/annual/9a49b667-6f98-4a01-83af-ca2396be34de/,2014,Annual Report
CORY,BOOKER,/search/view/annual/8796c940-0d0d-4579-83ce-edb3d373780c/,2018,Annual Report
CORY,BOOKER,/search/view/annual/6d8ce60d-5c81-48b7-a927-a36ebe198577/,2019,Annual Report
CORY,BOOKER,/search/view/annual/8796c940-0d0d-4579-83ce-edb3d373780c/,2018,Annual Report
CORY,BOOKER,/search/view/annual/6d8ce60d-5c81-48b7-a927-a36ebe198577/,2019,Annual Report
CORY,BOOKER,/search/view/annual/59bcec20-4be8-4b97-b453-5a867a1ae5e6/,2020,Annual Report
CORY,BOOKER,/search/view/annual/fe9962a4-8d3d-4643-bf6a-03030d0a9fba/,2013,Annual Report
CORY,BOOKER,/search/view/annual/70bc36a4-5717-4036-a986-69b7afbfb78e/,2015,Annual Report
CORY,BOOKER,/search/view/ptr/7abb2400-6528-4f7f-9739-248dfedc3ca2/,09/07/2014,Periodic Transaction Report
CORY,BOOKER,/search/view/ptr/29d797a6-e3ff-4d76-9ee9-2e3840adb15b/,05/09/2014,Periodic Transaction Report
CORY,BOOKER,/search/view/annual/07cc0116-e3fe-4c59-b690-eea428b06391/,2017,Annual Report
CORY,BOOKER,/search/view/annual/0ab31d94-7108-4d1a-8d13-098284271d5f/,2016,Annual Report
MIKE,BRAUN,/search/view/annual/61b143ed-2c78-46a4-854e-f81a39e46c91/,2020,Annual Report
MIKE,BRAUN,/search/view/annual/df7f6ea2-4aa7-4ce1-babc-391b27399aaf/,2018,Annual Report
MIKE,BRAUN,/search/view/annual/d1218f33-5400-4e86-b00d-734e33409379/,2019,Annual Report
SHERROD,BROWN,/search/view/annual/2dc1d266-28dd-43c8-b00f-8584b46fc9af/,2015,Annual Report
SHERROD,BROWN,/search/view/annual/c54a44eb-ace0-4c64-a3cb-8f1d28f7e5ce/,2017,Annual Report
SHERROD,BROWN,/search/view/annual/f9ab4f23-2803-46ca-b6a8-546731db8454/,2014,Annual Report
SHERROD,BROWN,/search/view/annual/29223b38-0c90-4157-8551-7b5e843f3642/,2016,Annual Report
SHERROD,BROWN,/search/view/annual/103a876d-b1be-41eb-828f-e7f5b760fce6/,2019,Annual Report
SHERROD,BROWN,/search/view/annual/4d6a0a9c-4ab1-494b-b1da-5a6c437f65ee/,2013,Annual Report
SHERROD,BROWN,/search/view/annual/19e91bb1-9520-4a4b-9180-3a8e255717f0/,2018,Annual Report
SHERROD,BROWN,/search/view/annual/c6720404-335d-44a6-891e-907418229c82/,2020,Annual Report
MARIA,CANTWELL,/search/view/annual/0615b3d8-0df5-4910-b0f4-a490de58d824/,2018,Annual Report
MARIA,CANTWELL,/search/view/annual/53155ec8-d8a8-4a8f-9cc3-d92a9cd33a48/,2015,Annual Report
MARIA,CANTWELL,/search/view/annual/39c11a93-d37f-4915-9c53-d841b06e9eba/,2020,Annual Report
MARIA,CANTWELL,/search/view/annual/0195efc6-e6f5-4e0d-9ce4-2867a5962344/,2019,Annual Report
MARIA,CANTWELL,/search/view/ptr/03ac42db-829c-4c48-8624-fa9dd85f1ad7/,05/11/2016,Periodic Transaction Report
MARIA,CANTWELL,/search/view/annual/284e0a41-73e0-46e8-99f2-76556d77dc79/,2013,Annual Report
MARIA,CANTWELL,/search/view/annual/34e09e75-f4ae-4cda-aa87-182525b0b674/,2014,Annual Report
MARIA,CANTWELL,/search/view/annual/8ab0b19d-1134-4212-af5d-0a858e448da3/,2017,Annual Report
MARIA,CANTWELL,/search/view/ptr/81bfd841-b416-4380-8f44-48d9fc730073/,06/27/2014,Periodic Transaction Report
MARIA,CANTWELL,/search/view/annual/046cfe80-e2e5-4fbf-a325-558a3db00bff/,2016,Annual Report
SHELLEY,CAPITO,/search/view/ptr/4e70cc48-0073-4e1b-84fd-483b30822b3f/,12/17/2016,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/17fc6d2d-4992-420c-a064-32cec375ed31/,04/29/2020,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/84915b6e-846b-411b-907e-46fd4a179919/,07/16/2021,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/ba7619a6-3af0-42b2-9740-a1ae1f9f2083/,03/28/2019,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/annual/fb79213c-b7b9-4ffb-8da4-a02ec67ed1cc/,2014,Annual Report
SHELLEY,CAPITO,/search/view/ptr/73989da6-5bdd-4eb4-9085-a64b4cf9d2d6/,10/16/2017,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/586556d6-f408-4f10-a3a5-e45ea07e23c7/,05/14/2020,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/ae39aeb9-967e-49eb-be3d-562d7efd2159/,10/18/2018,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/4f547d85-c894-4429-b555-795832d833ee/,11/13/2015,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/0ab7eda5-7112-4fda-919b-b44b37efd191/,04/07/2018,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/ac9882e2-ebad-4128-93f6-d8ea9427314d/,01/11/2019,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/82643de6-1072-4e0e-81b2-3aa5049988db/,05/11/2019,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/d4a14e34-0f09-44e3-b00e-75aa1c12bca7/,01/12/2020,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/4af0c5ff-5ecd-42ef-809c-6840e686034f/,05/06/2017,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/5ab9ecbc-bc7c-463c-8395-ae66f226b026/,11/08/2018,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/27dda4bd-c665-48e0-be5c-e1c3cb0f78db/,05/14/2018,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/8f0bb966-3361-457d-85e7-f3033e3ee265/,01/27/2020,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/cf017fcb-1b84-4db3-937f-fac442acce37/,04/04/2016,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/annual/5cfd1200-f10c-4537-bd04-d2599ece64e8/,2018,Annual Report
SHELLEY,CAPITO,/search/view/ptr/b34c6735-9a2f-427d-811b-f4cbeff9e676/,12/08/2018,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/a218bcbb-2699-4325-ab84-98b30ee53db0/,11/30/2015,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/3542ce53-b0e3-46a1-92f5-8f32c262fe3d/,03/14/2021,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/annual/ece5c886-24e1-4bda-a656-ee58c81982c5/,2019,Annual Report
SHELLEY,CAPITO,/search/view/ptr/96c3d990-3ce4-4b14-b749-6c221621820f/,12/12/2015,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/925ab727-eecf-4403-9a40-ee76f3ef0f03/,06/08/2021,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/0de0b87b-e6b7-4656-8450-280e0ab74803/,06/09/2018,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/575fb89d-a1f9-452d-84de-dcc16b19c1f5/,02/08/2016,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/46cecbcc-7c1c-4cbb-aa4f-fa1d2cd63627/,04/17/2019,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/bfd4faf3-88b4-445a-8559-11ee5269ba7b/,01/21/2022,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/7d7bc284-fade-45f2-b8bd-3b6414dfdefc/,07/14/2018,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/f89dfc3f-54f9-46a0-9acc-d4b63323ba9e/,02/10/2018,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/f338e466-4bf9-4c6f-a70a-4d25208b0c5e/,11/11/2019,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/c3f66065-5528-496f-81cd-8351ad4a2be1/,05/04/2016,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/ad988790-1a7b-4142-b095-2fae9a09276e/,01/10/2018,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/9d393664-5ed4-4040-b148-f066e79ae9a7/,09/11/2017,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/annual/719a9c9a-5651-43c5-8db3-b1305af299de/,2015,Annual Report
SHELLEY,CAPITO,/search/view/annual/487f490c-9e41-4fbe-9644-97ee4d23f7a8/,2020,Annual Report
SHELLEY,CAPITO,/search/view/ptr/9e8c8d32-39da-4bb6-9b6e-8f5be4a29897/,05/14/2018,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/ab7ffb25-df44-407d-9972-1608b7be4861/,04/12/2021,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/4e70cc48-0073-4e1b-84fd-483b30822b3f/,12/17/2016,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/ba7619a6-3af0-42b2-9740-a1ae1f9f2083/,03/28/2019,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/8f0bb966-3361-457d-85e7-f3033e3ee265/,01/27/2020,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/4f547d85-c894-4429-b555-795832d833ee/,11/13/2015,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/5d2e0b4a-2d16-4cc2-9bd0-7c619e1e8407/,11/07/2017,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/f338e466-4bf9-4c6f-a70a-4d25208b0c5e/,11/11/2019,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/e326a763-0e64-4700-b4f6-d3c8b070b8dc/,02/11/2017,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/31ef88ae-376c-48cc-8189-4038ce47b405/,07/22/2016,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/84c90822-fa5c-4230-9db0-61ead2fc469a/,05/19/2021,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/annual/5cfd1200-f10c-4537-bd04-d2599ece64e8/,2018,Annual Report
SHELLEY,CAPITO,/search/view/ptr/7d7bc284-fade-45f2-b8bd-3b6414dfdefc/,07/14/2018,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/c3f66065-5528-496f-81cd-8351ad4a2be1/,05/04/2016,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/0e08d912-97a1-4ab5-93b1-6c86d3b9f4d7/,08/03/2015,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/2969d359-4901-4bd8-a92d-74fbf37573e6/,12/08/2018,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/annual/fb79213c-b7b9-4ffb-8da4-a02ec67ed1cc/,2014,Annual Report
SHELLEY,CAPITO,/search/view/ptr/a4b3c74c-30b7-481c-80d5-ebf806202f96/,07/24/2017,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/3175a7f0-30d8-4e25-b9bf-87b017f45132/,08/25/2017,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/1b2188b2-5f0b-4fd1-ac5b-0f381757af89/,03/08/2018,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/27dda4bd-c665-48e0-be5c-e1c3cb0f78db/,05/14/2018,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/cf017fcb-1b84-4db3-937f-fac442acce37/,04/04/2016,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/b17ecfe5-f246-4f4c-bf2f-4f1dd4c35539/,05/14/2018,Periodic Transaction Report
SHELLEY,CAPITO,/search/view/ptr/045f76aa-7ae2-4040-a603-67b5ebc3b271/,08/11/2021,Periodic Transaction Report
BENJAMIN,CARDIN,/search/view/ptr/f08ea534-1963-41e9-9737-ba1e4a86faf6/,04/15/2014,Periodic Transaction Report
BENJAMIN,CARDIN,/search/view/annual/b5cc6c13-c3e1-42fa-8922-a76e541f6443/,2020,Annual Report
BENJAMIN,CARDIN,/search/view/annual/abb179b2-9641-4df8-bac4-43d67d324c29/,2019,Annual Report
BENJAMIN,CARDIN,/search/view/annual/fcc32702-4ac8-4bfa-a2ac-cf5ad8dbef50/,2014,Annual Report
BENJAMIN,CARDIN,/search/view/annual/64a3d47a-3ef8-4f1f-b31f-b6978e1fef79/,2015,Annual Report
BENJAMIN,CARDIN,/search/view/ptr/2315722c-3ef7-4724-aef7-80c564b1dbb7/,11/29/2014,Periodic Transaction Report
BENJAMIN,CARDIN,/search/view/ptr/54b55295-905a-409e-bd8e-d3e3d13969d9/,05/02/2018,Periodic Transaction Report
BENJAMIN,CARDIN,/search/view/annual/82155fa1-e70c-4025-910d-d62689d654b7/,2018,Annual Report
BENJAMIN,CARDIN,/search/view/annual/47bcbe0c-625a-47af-8505-c60e6488704e/,2013,Annual Report
BENJAMIN,CARDIN,/search/view/ptr/45cf909c-75e9-4b12-9786-44138395a6eb/,12/01/2014,Periodic Transaction Report
BENJAMIN,CARDIN,/search/view/annual/a32e113c-5243-4ae3-95e0-6e371d9dcfb6/,2016,Annual Report
BENJAMIN,CARDIN,/search/view/annual/fad3c6c1-d729-43ef-8695-cec072b63235/,2017,Annual Report
BENJAMIN,CARDIN,/search/view/ptr/5ae38317-9652-4124-8f2f-092637c215f8/,03/14/2015,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/79153a16-480e-4895-bf52-0e56562c6196/,12/01/2017,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/ab4ef7b8-d7ac-48b4-860f-dd7033dbcdd7/,08/02/2021,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/cf6b7999-604c-47fd-83c5-47a9366675f3/,10/21/2014,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/bb4fab28-8b2b-4fd7-a7f0-3127150d61b8/,10/04/2018,Periodic Transaction Report
THOMAS,CARPER,/search/view/annual/cc0bad5a-90ae-44e1-ae4e-37081f44b5ff/,2015,Annual Report
THOMAS,CARPER,/search/view/ptr/e33b0e5c-b70c-446d-aaa7-df227bd59c3e/,04/02/2019,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/1337a2d7-6022-43c2-aad8-4b92e1b581fb/,05/03/2017,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/ad0f386b-5ace-4449-8d52-ca558f10bdc9/,07/03/2019,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/ee11f53b-a3b1-4824-a16c-d3a98f090527/,05/01/2019,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/ce8a5fa4-2dab-450b-91fc-22b029d095a3/,07/03/2017,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/4effd1f7-f8b3-4997-b6ce-08a6628a538d/,08/03/2018,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/11ef2ae5-ee16-4226-9c53-3d5acad5a8c7/,11/01/2016,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/4fa4bc96-c2ae-4dfd-8af1-872ecc64a0ba/,12/01/2015,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/ad73b552-c576-4819-9061-7fa2003a1503/,03/03/2015,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/7f30d730-a4ad-419b-aed3-e8d008b1e39b/,10/04/2016,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/8f85025d-dcff-4a61-9db5-a0621572cafc/,01/07/2016,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/5345c140-beaa-43fa-af51-d269c1ef9eff/,08/04/2020,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/32f5972d-f18a-4bd7-be67-4a856a5b9ff7/,03/03/2021,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/61f45eac-be7d-4441-a2c0-1fe36d2cff9b/,04/09/2019,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/52d54a0a-b378-441c-8a5b-38007a211b78/,04/01/2021,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/bd75505b-cd44-431d-94b2-7eda40672953/,09/01/2015,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/6beec58d-0b48-4346-9d9e-2f4cb6e88264/,04/01/2020,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/5608a629-e412-4ab9-bb37-f55b003dd6ed/,01/03/2017,Periodic Transaction Report
THOMAS,CARPER,/search/view/annual/20480280-523a-4c19-b9a7-e08e04d2ddb5/,2019,Annual Report
THOMAS,CARPER,/search/view/ptr/cbd79d25-2808-4715-83c5-8b11f166076e/,04/03/2017,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/f0b85f0f-b240-40da-b15e-0caf27b58e1a/,09/01/2020,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/e06096a5-0e93-4cb4-b6e0-301a4327ea70/,12/03/2019,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/41868f55-ad42-4855-9aca-1764a05fb956/,01/04/2022,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/75e51247-1b2c-409f-a73a-53a663bf2044/,03/03/2016,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/501abd3a-13d8-4087-9bcf-bc15bfbd3d18/,07/01/2020,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/338d0e16-a616-4e08-9302-dc37b941aa64/,06/01/2020,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/b9ee7d2d-3753-48bb-ab16-5404f44eefd2/,07/01/2016,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/e9aadf86-d3ed-49c2-9bcf-44a600c0ea54/,04/04/2014,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/e9aadf86-d3ed-49c2-9bcf-44a600c0ea54/,04/04/2014,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/d19be4e7-a40b-4083-b22d-7c7e65524f33/,09/01/2021,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/4fa4bc96-c2ae-4dfd-8af1-872ecc64a0ba/,12/01/2015,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/079240a6-19aa-42c2-b5e9-8bf5d14ab0ca/,06/01/2016,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/5608a629-e412-4ab9-bb37-f55b003dd6ed/,01/03/2017,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/7f30d730-a4ad-419b-aed3-e8d008b1e39b/,10/04/2016,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/bd75505b-cd44-431d-94b2-7eda40672953/,09/01/2015,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/0c92e943-b688-4e49-9f9a-9e52e34b5b7c/,02/01/2019,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/f7b4d48b-4352-4ed6-888e-ecca7572a482/,06/03/2014,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/cf6b7999-604c-47fd-83c5-47a9366675f3/,10/21/2014,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/75e51247-1b2c-409f-a73a-53a663bf2044/,03/03/2016,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/78083c69-a530-44c8-b400-9fd25b017509/,11/01/2017,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/501abd3a-13d8-4087-9bcf-bc15bfbd3d18/,07/01/2020,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/338d0e16-a616-4e08-9302-dc37b941aa64/,06/01/2020,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/ad73b552-c576-4819-9061-7fa2003a1503/,03/03/2015,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/b9ee7d2d-3753-48bb-ab16-5404f44eefd2/,07/01/2016,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/cae9ddff-8b81-4f6c-b9ff-59cb075f01d4/,08/01/2016,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/fc8bb65a-7151-4bf8-91f2-adb04e85221c/,08/04/2015,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/91e69374-43c4-4d64-b8ff-ec90e769865d/,10/01/2020,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/691f9cb6-84a2-41c3-b270-63e606869a0d/,10/04/2017,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/78a61c9c-c42d-4eea-b4e8-579ae1c0e901/,06/01/2015,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/ab4ef7b8-d7ac-48b4-860f-dd7033dbcdd7/,08/02/2021,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/b7b47a67-051c-4a4f-99de-1b6e60b517bb/,10/02/2015,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/cbd79d25-2808-4715-83c5-8b11f166076e/,04/03/2017,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/3d55f653-61dd-434a-a389-bff086c33c09/,07/01/2015,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/2f4e395e-7637-45c7-a85a-72823a87918c/,10/01/2019,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/603dd7a0-d19c-4033-a59f-1b7d38753668/,12/01/2014,Periodic Transaction Report
THOMAS,CARPER,/search/view/annual/78019695-788e-4b10-8612-73022fb76e51/,2020,Annual Report
THOMAS,CARPER,/search/view/ptr/da821a06-fdc4-477e-948c-01a9186d69fa/,09/06/2017,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/11ef2ae5-ee16-4226-9c53-3d5acad5a8c7/,11/01/2016,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/50c0a1b2-4fe2-468b-8084-36832c976a95/,05/03/2021,Periodic Transaction Report
THOMAS,CARPER,/search/view/annual/e7bf5fe1-2cca-4e1f-915f-633e09e5c3e7/,2018,Annual Report
THOMAS,CARPER,/search/view/ptr/66324d46-8701-47f3-97ba-ba1f58084f92/,05/13/2015,Periodic Transaction Report
THOMAS,CARPER,/search/view/ptr/53f257e6-27cb-4113-86f9-d80c1e87dfb4/,11/03/2014,Periodic Transaction Report
